# GENERATED - do not edit translations here. Regenerate with:
#   python tools/build_glossary.py
# Term selection lives in references/glossary/glossary-terms.tsv;
# the translations are looked up in translations/it/.../mm678.po.
# Columns: msgctxt <TAB> English <TAB> it
items	Erudine-laced ore	Lega metallica di erudinio
items	Essence of Accuracy	Essenza di Precisione
items	Essence of Accuracy recipe	
items	Essence of Endurance	Essenza di Costituzione
items	Essence of Endurance recipe	
items	Essence of Intellect	Essenza di Intelligenza
items	Essence of Intellect recipe	
items	Essence of Luck	Essenza di Fortuna
items	Essence of Luck recipe	
items	Essence of Might	Essenza di Forza
items	Essence of Might recipe	
items	Essence of Personality	Essenza di Personalità
items	Essence of Personality recipe	
items	Essence of Speed	Essenza di Velocità
items	Essence of Speed recipe	
items	Ethereal Ring	Anello Etereo
items	Ethric's Skull	Teschio di Ethric
items	Ethric's Staff	Bastone di Ethric
items	Excalibur	Excalibur
items	Excerpt from a Diary	Frammento di diario
items	Exquisite Long Dagger	Stiletto nobile
items	Exquisite Ring	Anello Erathiano
items	Extreme Energy	Energia Estrema
items	Eyeball Amulet	Amuleto occhiuto
items	Fae Dust	Polline
items	Faerie Key	Chiave delle Fate
items	Faerie Pipes	Flauto delle Fate
items	Faerie Ring	Anello delle Fate
items	Fairy Wand of Fire	Bacchetta Fatata del Fuoco
items	Fairy Wand of Harm	Bacchetta Fatata del Dolore
items	Fairy Wand of Ice	Verga fatata del Ghiaccio
items	Fairy Wand of Lashing	Verga fatata della Frustata
items	Fairy Wand of Light	Verga fatata della Luce
items	Fairy Wand of Mind	Verga fatata della Mente
items	Fairy Wand of Poison	Bacchetta Fatata del Veleno
items	Fairy Wand of Sparks	Bacchetta Fatata delle Scintille
items	Fairy Wand of Swarms	Verga fatata degli Sciami
items	False Report	Falso rapporto
items	False Riverstride Plans	Falsi piani di Guardafiume
items	Fancy Hat	Cappello alla moda
items	Fanged Blade	Lama dentata
items	Fate	Fato
items	Festival Hat	Cappello della festa
items	Field Hammer	Martello da campo
items	Finality	Definitiva
items	Fine Belt	Cintura elegante
items	Fine Chain Mail	Cotta di maglia pregiata
items	Fine Ring	Anello d'oro
items	Fire Amulet	Amuleto del Fuoco
items	Fire Aura	Aura di Fuoco
items	Fire Resistance	Resistenza al Fuoco
items	Fire Resistance Recipe	Ricetta della Resistenza al Fuoco
items	Fire Spike	Trappola di Fuoco
items	First Mate's Code	Codice del Nostromo
items	Flail	Mazzafrusto
items	Flame Door Key	Chiave della Porta di Fiamma
items	Flaming Potion	Pozione Infuocata
items	Flaming Potion Recipe	Ricetta della pozione infuocata
items	Flawed Amulets	Amuleti danneggiati
items	Fleetfingers	Dita di fata
items	Floor Tile (w/ moon insignia)	Piastrella della Luna
items	Flower (Rose)	Rosa
items	Flute	Flauto
items	Focal Ring	Anello focale
items	Footman's Axe	Ascia da fante
items	Forge Gauntlets	Guanti da Forgia
items	Forged Vouchers	Falsi titoli di credito
items	Foulfang	Foulfang
items	Four Leaf Clover	Quadrifoglio
items	Fragment of Soldier's Diary	Frammento del diario di un soldato
items	Freezing Potion	Pozione Raggelante
items	Freezing Potion Recipe	Ricetta della pozione raggelante
items	Full Helm	Elmo completo
items	Galahad	Galahad
items	Garnet	Granato
items	Gauntlets	Guanti
items	Gem of Restoration	Gemma della guarigione
items	Gemstone Ring	Anello di gemme
items	Genie Lamp	Lampada del Genio
items	Ghost Ring	Anello Spettrale
items	Ghoulsbane	Rovina dei Ghoul 
items	Gibbet	Forca
items	Gilded Belt	Cintura d'oro
items	Glomenmail	Maglia glomen
items	Glomenthal	Glomenthal
items	Glorious Cloak	Mantello glorioso
items	Glory Shield	Scudo della Gloria
items	Goblin Cutlass	Scimitarra goblinoide
items	Goblin Scimitar	Scimitarra Goblin
items	Goblin Shield	Scudo goblin
items	Goblinwatch Code	Codice di Forte Goblin
items	Gold	Oro
items	Gold Ring	Anello d'oro
items	Golden Chain Mail	Maglia d'oro
items	Golden Plate Armor	Armatura d'oro
items	Golden Pyramid	Piramide d'oro
items	Golem chest	Tronco di golem
items	Golem head	Testa di golem
items	Golem left arm	Braccio sinistro di golem
items	Golem left leg	Gamba sinistra di golem
items	Golem right arm	Braccio destro di golem
items	Golem right leg	Gamba destra di golem
items	Gothic Amulet	Amuleto gotico
items	Governor's Armor	Armatura del Governatore
items	Graceful Sword	Spada del Maestro
items	Grand Poleax	Mannaia incantata
items	Grand Poleaxe	Mannaia incantata
items	Great Sword	Spadone
items	Green Apple	Mela verde
items	Green Garnet	Granato Verde
items	Griffin Bow	Arco Grifone
items	Grognard's Cutlass	Sciabola di Grognard
items	Ground Wyvern Horn	Corno di viverna
items	Gryphonheart's Trumpet	Tromba di Cuor di Grifone
items	Guardian	Guardiana
items	Guardian Helm	Elmo elfico
items	Guild Key	Chiave della Gilda
items	Guinevere	Ginevra
items	Hades	Ade
items	Halberd	Alabarda
items	Haldar's Remains	Resti di Haldar
items	Hammer	Martello
items	Hammerhands	Mani a Martello
items	Hand Axe	Ascia
items	Hands of the Master	Mani del Maestro
items	Harden Item	Indurisci Oggetto
items	Hardened Leather Boots	Stivali di cuoio rigido
items	Hardened Leather Vest	Veste di cuoio rigido
items	Hareck's Leather	Giustacuore di Hareck
items	Harp	Arpa
items	Harpy Feather	Piuma di arpia
items	Haste	Velocità
items	Havoc	Strage
items	Hayfork	Forcone
items	Headsman's Poleaxe	Mannaia del carnefice
items	Headsman's Reaver	Spadone da boia
items	Heal	Guarisci
items	Heart of Air	Cuore d'Aria
items	Heart of Earth	Cuore di Terra
items	Heart of Fire	Cuore di Fuoco
items	Heart of the Wood	Cuore del Bosco
items	Heart of Water	Cuore d'Acqua
items	Heartwood of Jadame	Cuore di legno di Jadame
items	Heavy Crossbow	Balestra pesante
items	Heavy Poleax	Mannaia
items	Heavy Poleaxe	Mannaia
items	Hell's Cleaver	Mannaia infernale
items	Helm	Elmo
items	Hera	Era
items	Herald's Boots	Stivali da messaggero
items	Hercules	Ercole
items	Hermes	Ermes
items	Hermes' Sandals	Sandali di Mercurio
items	Hero's Belt	Cintura dell'Eroe
items	Heroic Sword	Spadone eroico
items	Heroism	Eroismo
items	Herondale's Lost Shield	Ultimo scudo di Herondale
items	High Cleric's Key	Chiave del Gran Sacerdote
items	High Sorcerer's Key	Chiave del Grande Stregone
items	History of the Vault of Time	Storia della Grotta del Tempo
items	Hive Sanctum Key	Chiave del santuario dell'Alveare
items	Holy Hammer	Martello Sacro
items	Horn of Ros	Corno di Ros
items	Horned Helm	Elmo cornuto
items	Horseman's Shield	Scudo da cavaliere
items	Horseshoe	Ferro di cavallo
items	Hourglass of Time	Clessidra del Tempo
items	Hunting Bow	Arco da caccia
items	Hunting Crossbow	Balestra da caccia
items	Huntsman's Cloak	Mantello da caccia
items	Ideal Crossbow	Balestra Ideale
items	Idol of the Snake	Idolo del Serpente
items	Igraine	Igraine
items	Immolation	Immolazione
items	Imperial Leather	Cuoio imperiale
items	Improvised Voulge	Volgia improvvisata
items	Infantry Fork	Forcone da fanteria
items	Infused Metal Rod	
items	Intellect Boost	Ricostituente per l'Intelligenza
items	Intellect Boost Recipe	Ricetta del ricostituente per l'Intelligenza
items	Invisibility	Invisibilità
items	Iolite	Iolite
items	Iron Broadsword	Spada larga di ferro
items	Iron Core Staff	Bastone rinforzato
items	Iron Feather	Piuma d'Acciaio
items	Iron-laced ore	Lega metallica di ferro
items	Jade Amulet	Amuleto di giada
items	Jeweled Dagger	Pugnale ingioiellato
items	Jeweled Egg	Uovo ingioiellato
items	Journal Entry	Annotazione di diario
items	Journal Entry, 11th December	Annotazione, 11 Dicembre
items	Journal Entry, 19th September	Annotazione, 19 Settembre
items	Journal Entry, 23rd April	Annotazione, 23 Aprile
items	Journal Entry, 2nd January	Annotazione, 2 Gennaio
items	Journal Entry, 30th June	Annotazione, 30 Giugno
items	Journal Excerpt	Frammento del diario
items	Journal Fragment	Frammento di diario
items	Journal Scrap	Brandello di diario
items	Journey Staff	Bastone da viaggiatore
items	Judicious Measure	Misura giudiziosa
items	Justice	Giustizia
items	Keen Longsword	Spada larga
items	Keg of Wine	Barilotto di vino
items	Kelebrim	Kelebrim
items	Kergar-laced ore	Lega metallica di kergar
items	Key	Chiave
items	Key to Gharik's Laboratory	Chiave del laboratorio di Gharik
items	Key to Goblinwatch	Chiave di Forte Goblin
items	Key to Snergle's Chambers	Chiave delle stanze di Snergle
items	Killer Club	Clava Assassina
items	Kite Shield	Scudo a lacrima
items	Knight Gauntlets	Guanti da guerriero
items	Knight Statuette	Statuina di cavaliere
items	Knight's Boots	Stivali da guerriero
items	Knightly Broadsword	Spada larga da cavaliere
items	Labyrinth Grapple	Rampino del labirinto
items	Lady Carmine's Dagger	Pugnale di Lady Carminia
items	Lady's Escort	Scorta della Signora
items	Lantern of Light	Lanterna della Luce
items	Large Round Crystal	
items	Last Stage Cuirass	Corazza da ultimo stadio
items	Leather Armor	Corazza di cuoio
items	Leather Belt	Cintura di cuoio
items	Leather Boots	Stivali di cuoio
items	Leather Cloak	Mantello di pelle
items	Leather Gloves	Guanti di cuoio
items	Leather Jerkin	Giacchetta di cuoio
items	Leather Pouch	Borsa di pelle
items	Letter	Lettera
items	Letter from Archibald	Lettera di Arcibaldo
items	Letter from Cedric Druthers	Lettera di Cedric
items	Letter from Gavin Magnus	Lettera di Gavin Magnus
items	Letter from Johann Kerrid to the Faerie King	Lettera di Johann Kerrid al Re delle Fate
items	Letter from Malwick	Lettera di Malwick
items	Letter from Mr. Stantley	Lettera del sig. Stantley
items	Letter from Norbert Thrush to Lord Markham	Lettera di Norbert Thrush a Lord Markham
items	Letter from the Dragon Riders	Lettera dei Cavalieri dei Draghi
items	Letter from the Prince of Thieves	Lettera del Principe dei Ladri
items	Letter from the Temple of Baa	Lettera del Tempio di Baa
items	Letter from Xenofex	Lettera di Xenofex
items	Letter from Zenofex	Lettera di Zenofex
items	Letter to Agar	Lettera ad Agar
items	Letter to Arion Hunter	Lettera ad Arion il Cacciatore
items	Letter to Gharik	Lettera a Gharik
items	Letter to Hairbaugh	Lettera per Hairbaugh
items	Letter to Marcus	Lettera a Marcus
items	Letter to Snergle	Lettera a Snergle
items	Letter to Terrax	Lettera a Terrax
items	Letter to the Prince of Thieves	Lettera al Principe dei Ladri
items	Lich Jar	Urna spirituale
items	Lieutenant's Cutlass	Sciabola da tenente
items	Light Bolt	Proiettile di Luce
items	Light Crossbow	Balestra leggera
items	Light Poleaxe	
items	Lightning Crossbow	Balestra fulminante
items	Lionheart Sword	Spada Cuor di Leone
items	Lizardman Broadsword	Spada larga degli Uomini Lucertola
items	Lizardman Helm	Elmo degli Uomini Lucertola
items	Lizardman Trident	Tridente degli Uomini Lucertola
items	Lock Pick	Attrezzi da scasso
items	Locus Amulet	Amuleto del luogo
items	Lodestone	Magnete
items	Log of Eldenbrie	Fetta di Dondonzola
items	Long Dagger	Stiletto
items	Longbow	Arco
items	Longseeker	Fionda lunga
items	Longsword	Spada lunga
items	Loose Page	Pagina staccata
items	Lord Kilburn's Shield	Scudo di Lord Kilburn
items	Lost Book of Kehl	Libro perduto di Khel
items	Lucius	Lucius
items	Luck Boost	Ricostituente per la Fortuna
items	Luck Boost Recipe	Ricetta del ricostituente per la Fortuna
items	Lucky Hat	Cappello della fortuna
items	Lunar Ring	Anello Lunare
items	Lute	Liuto
items	Mace	Mazza
items	Mace of the Sun	Mazza
items	Mage Dagger	Pugnale da mago
items	Magic Bow	Arco fatato
items	Magic Horseshoe	Ferro Magico
items	Magic Lamp	Lampada magica
items	Magic Potion	Pozione Magica
items	Magical Ritual Notes	Annotazioni sul Rito Magico
items	Majestic Chain Mail	Maglia superiore
items	Majestic Shield	Scudo maestoso
items	Map	Mappa
items	Map to Evenmorn Island	Mappa dell'Isola delle Nebbie
items	Mash	Mash
items	Massive Halberd	Alabarda massiccia
items	Massive hammer	
items	Master Cutlass	Sciabola del Maestro
items	Master's Dagger	Pugnale da maestro
items	Medusa's Mirror	Specchio della Medusa
items	Mekorig's Hammer	Martello di Mekorig
items	Memory Crystal Alpha	Cristallo di Memoria Alfa
items	Memory Crystal Beta	Cristallo di Memoria Beta
items	Memory Crystal Delta	Cristallo di Memoria Delta
items	Memory Crystal Epsilon	Cristallo di Memoria Epsilon
items	Mercenary Belt	Cintura da mercenario
items	Merchantman's Dagger	Pugnale da mercante
items	Merchantman's Hat	Cappello da mercante
items	Mercury	Mercurio
items	Merlin	Merlino
items	Message from Erathia	Messaggio dall'Erathia
items	Message from Mr. Stantley	Messaggio dal sig. Stantley
items	Metal Shield	Scudo metallico
items	Meteor Fragment	Frammenti di Meteorite
items	Meteorite Fragment	Frammento di meteorite
items	Might Boost	Ricostituente per la Forza
items	Might Boost Recipe	Ricetta del ricostituente per la Forza
items	Mighty Broadsword	Spada larga possente
items	Mighty Halberd	Alabarda massiccia
items	Mind Resistance	Resistenza alla Mente
items	Mind Resistance Recipe	Ricetta della Resistenza alla Mente
items	Mind's Eye	Occhio della Mente
items	Minotaur Axe	Ascia del Minotauro
items	Minotaur Battleaxe	Ascia da battaglia dei Minotauri
items	Minotaur Battlesword	Spada da battaglia dei Minotauri
items	Minotaur Campaign Pole-axe	Ascia da campagna dei Minotauri
items	Minotaur Chainmail	Corazza di maglia dei Minotauri
items	Minotaur Gauntlets	Guanti dei Minotauri
items	Minotaur Herdsman Axe	Ascia del Capo dei Minotauri
items	Minotaur Plate	Corazza di piastre dei Minotauri
items	Minotaur War Axe	Ascia da guerra dei Minotauri
items	Minotaur's Axe	Ascia del Minotauro
items	Missive from the Archbishop	Missiva dell'Arcivescovo
items	Mogred Gauntlets	Guanti di Mogred
items	Mogred Helm	Elmo di Mogred 
items	Moon Cloak	Mantello della Luna
items	Moon Temple Cloak	Mantello del Tempio della Luna
items	Moonstone	Lunaria
items	Mordred	Mordred
items	Morgan	Morgana
items	Mushroom	Fungo
items	Mystic Wand of Death	Bacchetta Mistica della Morte
items	Mystic Wand of Distortion	Verga mistica di Distorsione
items	Mystic Wand of Implosion	Verga mistica di Implosione
items	Mystic Wand of Incineration	Verga mistica di Incenerimento
items	Mystic Wand of Shrapmetal	Verga mistica delle Schegge
items	Mystic Wand of Shrinking	Verga mistica di Rimpicciolimento
items	Naga Hide	Pelle di Naga
items	Name of Message	Name of Message
items	Navigator's Code	Codice del Navigatore
items	Necromancer Cloak	Mantello da Negromante
items	Necromatic Ring	Anello da negromante
items	Necrotic Wand of Distortion	Bacchetta del negromante: Distorsione
items	Necrotic Wand of Implosion	Bacchetta del negromante: Implosione
items	Necrotic Wand of Incineration	Bacchetta del negromante: Incenerimento
items	Necrotic Wand of Shrapnel	Bacchetta del negromante: Frammenti esplosivi
items	Necrotic Wand of Shrinking	Bacchetta del negromante: Riduzione
items	Newname Key	Newname Key
items	Nightshade Brazier	Braciere delle Tenebre
items	Noble Chain Mail	Maglia nobile
items	Noble Crown	Corona nobile
items	Noble Plate Armor	Armatura nobile
items	Noblebone Bow	Arco di osso nobile
items	Notes - Emergency Meeting	Note - Riunione di emergenza
items	Noxious Potion	Pozione Intossicante
items	Noxious Potion Recipe	Ricetta della pozione intossicante
items	Obsidian	Ossidiana
items	Odin	Odino
items	Officer's Leather	Giustacuore da ufficiale
items	Ogre Ear	Orecchio d'orco
items	Ogre Fighting Stick	Bastone da combattimento degli Orchi
items	Ogre Key	Chiave dell'orco
items	Old Halberd	
items	Old Nick	Vecchio Nick
items	Old Scroll	Vecchia pergamena
items	Olympian Shield	Scudo dell'Olimpo
items	Orb Staff	Bastone del globo
items	Orders from Snergle	Ordini di Snergle
items	Orders from Steadwick	Ordini da Steadwick
items	Orders from the Shadow Guild	Ordini della Gilda dell'Ombra
items	Ornate Trident	Tridente ornato
items	Oscillation Overthruster	Oscillatore dimensionale
items	Overlord's Club	Clava del Capo Supremo
items	Page from Agar's Journal	Pagina del diario di Agar
items	Page from Corlagon's Diary	Pagina del diario di Corlagon
items	Page Torn from a Book	Pagina strappata da un libro
items	Pain Reflection	Riflessione del Dolore
items	Paladin Boots	Stivali da paladino
items	Paladin Gauntlets	Guanti da paladino
items	Parson's Quill	Calamo di Parson
items	Pearl of Purity	Perla della Purezza
items	Pearl of Putrescence	Perla della Putredine
items	Pearl Ring	Anello di perle
items	Peasant Hat	Cappello da contadino
items	Pellinore	Pellinore
items	Pendragon	Pendragon
items	Percival	Parsifal
items	Personality Boost	Ricostituente per la Personalità
items	Personality Boost Recipe	Ricetta del ricostituente per la Personalità
items	Phantom Cloak	Mantello della notte
items	Phial of Gog Blood	Fiala di Sangue di Gog
items	Philosopher's Stone	Pietra Filosofale
items	Phima Root	Radice di Phima
items	Phirna Root	Mandragola
items	Phoenix Feather	Piume di Fenice
items	Phylt-laced ore	Lega metallica di filtio
items	Phynaxian Crown	Corona Phynaxiana
items	Phynaxian Helm	Elmo Phynaxiano
items	Phynaxian Shield	Scudo Phynaxiano
items	Piercing Dagger	Pugnale acuminato
items	Pirate Cutlass	Sciabola pirata
items	Pirate Hat	Cappello del pirata
items	Pirate Leader's Key	Chiave del capo dei pirati
items	Plate Armor	Corazza di piastre
items	Platinum Ring	Anello di platino
items	Poleax	Ascia a due mani
items	Poleaxe	Mannaia
items	Poppy Pod	Capsule di Papavero
items	Poppysnaps	Ciclamini
items	Poseidon	Poseidone
items	Potion Bottle	Boccetta di pozione
items	Potion of Doom	
items	Potion of Doom recipe	
items	Potion of the Gods	
items	Potion of the Gods recipe	
items	Pouch of Bat Guano	Borsa con escrementi
items	Power Staff	Bastone del Potere
items	Power Stone	Pietra del potere
items	Precious Ring	Anello prezioso
items	Precision Bow	Arco di precisione
items	Preservation	Conservazione
items	Priestly Staff	Bastone sacerdotale
items	Prison Key	Chiave della prigione
items	Proclamation	Proclama
items	Prophecies of the Snake	Profezie del Serpente
items	Prophecies of the Sun	Profezie del Sole
items	Protection	Protezione
items	Protection from Magic	Protezione dalla Magia
items	Protection from Magic recipe	
items	Puck	Puck
items	Pure Accuracy	Pura Accuratezza
items	Pure Accuracy Recipe	Ricetta della pura Accuratezza
items	Pure Air Resistance	
items	Pure Air Resistance recipe	
items	Pure Body Resistance	
items	Pure Body Resistance recipe	
items	Pure Earth Resistance	
items	Pure Earth Resistance recipe	
items	Pure Endurance	Pura Resistenza Fisica
items	Pure Endurance Recipe	Ricetta della pura Resistenza Fisica
items	Pure Fire Resistance	
items	Pure Fire Resistance recipe	
items	Pure Intellect	Pura Intelligenza
items	Pure Intellect Recipe	Ricetta della pura Intelligenza
items	Pure Luck	Pura Fortuna
items	Pure Luck Recipe	Ricetta della pura Fortuna
items	Pure Might	Pura Forza
items	Pure Might Recipe	Ricetta della pura Forza
items	Pure Mind Resistance	
items	Pure Mind Resistance recipe	
items	Pure Personality	Pura Personalità
items	Pure Personality Recipe	Ricetta della pura Personalità
items	Pure Speed	Pura Velocità
items	Pure Speed Recipe	Ricetta della pura Velocità
items	Pure Water Resistance	
items	Pure Water Resistance recipe	
items	Purple Topaz	Topazio Rosso
items	Puzzle Box	Scatola degli indovinelli
items	Quality Steel Chain Mail	
items	Ranger Boots	Stivali da ranger
items	Ranger's Cloak	Mantello da ranger
items	Recharge Item	Ricarica oggetto
items	Recurve Bow	Arco ricurvo
items	Red Apple	Mela rossa
items	Regal Crown	Corona regale
items	Regeneration	Rigenerazione
items	Regnan Boots	Stivali Regnani
items	Regnan Crossbow	Balestra Regnana
items	Regnan Cutlass	Sciabola corta Regnana
items	Regnan Falchion	Falcione Regnano
items	Regnan Fighting Knife	Coltellaccio Regnano
items	Regnan Leather	Cuoio Regnano
items	Regnan Tournament Shield	Scudo da torneo di Regna
items	Regnan Trident	Tridente Regnano
items	Rejuvenation	Ringiovanimento
items	Rejuvenation Recipe	Ricetta del Ringiovanimento
items	Remains of a Journal	Resti di diario
items	Remains of Korbu	Resti di Korbu
items	Remnants of a Letter	Resti di una lettera
items	Remove Curse	Scaccia maledizione
items	Remove Fear	Scaccia paura
items	Resistance	Resistenza
items	Resplendent Chain Mail	Maglia splendente
items	Restoration	Ristoro
items	Reverend Sceptre	Scettro sacerdotale
items	Ring of Fusion	Anello della fusione
items	Ring of Keys	Anello di chiavi
items	Ring of Planes	Cerchio dei Piani
items	Ritual of the Void	Rituale del Vuoto
items	Riverstride Plans	Piani di Guardafiume
items	Roland Ironfist Painting	Ritratto di Rolando
items	Roland's Journal	Diario di Roland
items	Rope	Fune
items	Rose	Rosa
items	Rose Crystal	Cristallo Rosa
items	Royal Chain Mail	Maglia regale
items	Royal Leather	Giustacuore Regale
items	Royal Wasp Jelly	Gelatina di vespa reale
items	Ruby	Rubino
items	Ruby Ring	Anello di rubini
items	Ruby Star Amulet	Amuleto Stella di Rubino
items	Ruler's Ring	Anello del Regnante
items	Rusty Breastplate	Corazza superiore arrugginita
items	Rusty Cutlass	Sciabola corta arrugginita
items	Rusty Mail Vest	Veste di maglia arrugginita
items	Sacred Chalice	Calice Sacro
items	Sacred Spear	Lancia Sacra
items	Sacrifice	Sacrificio
items	Sapphire	Zaffiro
items	Sapphire Ring	Anello con zaffiro
items	Sarcophagus of Korbu	Sarcofago di Korbu
items	Savage Spear	Lancia Selvaggia
items	Scarab Ring	Anello dello Scarabeo
items	Scavenger hunt.	Caccia al tesoro
items	Scepter of Kings	Scettro dei Re
items	Scholar's Cap	Cuffia dello Studioso
items	Scrap from Gharik's Journal	Pagina del diario di Gharik
items	Scrap of Paper	Frammento di carta
items	Scroll of Waves	Pergamena delle Onde
items	Sealed Letter 2	Lettera sigillata 2
items	Sealed Letter 3	Lettera sigillata 3
items	Sealed Letter 4	Lettera sigillata 4
items	Sealed Letter 5	Lettera sigillata 5
items	Sealed Letter 6	Lettera sigillata 6
items	Sealed Letter 7	Lettera sigillata 7
items	Seashell	Conchiglia
items	Season's Stole	Stola delle Stagioni
items	Secret Door Key	Chiave della Porta Segreta
items	Serendine's Preservation	Conservazione di Serendine
items	Serpent Spear	Lancia del Serpente
items	Serpent Staff	Bastone di serpente
items	Serpent Wand of Blasting	Bacchetta del serpente: Esplosione
items	Serpent Wand of Paralysis	Bacchetta del serpente: Paralisi
items	Serpent Wand of Rocks	Bacchetta del serpente: Pietre
items	Serpent Wand of the Fist	Bacchetta del serpente: Pugno
items	Seven League Boots	Stivali delle Sette Leghe
items	Sewer Key	Chiave delle fogne
items	Shadow Dagger	Pugnale dell'Ombra
items	Shadow Sect Medallion	Medaglione della Setta dell'Ombra
items	Shadow's Mask	Maschera dell'Ombra
items	Shaman's Wand of Ice	Bacchetta dello sciamano: Ghiaccio
items	Shaman's Wand of Lashing	Bacchetta dello sciamano: Indebolimento
items	Shaman's Wand of Light	Bacchetta dello sciamano: Luce
items	Shaman's Wand of Mind	Bacchetta dello sciamano: Mente
items	Shaman's Wand of Swarms	Bacchetta dello sciamano: Sciame
items	Sharktooth Dagger	Pugnale Dente di Squalo
items	Shield	Scudo
items	Shocking Potion	Pozione Scioccante
items	Shocking Potion Recipe	Ricetta della pozione scioccante
items	Shovel	Badile
items	Siertal Chainmail	Corazza di maglia di sirtal
items	Siertal-laced ore	Lega metallica di sirtal
items	Signet Ring	Anello con sigillo
items	Silver Belt	Cintura d'argento
items	Silver Dust of the Sea	Polvere d’argento del mare
items	Silver Mesh Gauntlets	Guanti di maglia d'argento
items	Simple Mace	
items	Simple Staff	
items	Slaying Potion	Pozione Letale
items	Slaying Potion Recipe	Ricetta della Pozione letale
items	Sledgehammer	Martello da fabbro
items	Snake	Serpente
items	Snakewood Bow	Arco del Bosco del Serpente
items	Snergle's Axe	Ascia di Snergle
items	Soldier's spear	Lancia militare
items	Souldrinker	Succhia Anima
items	Sovereign Belt	Cintura Sovrana
items	Sparkling Ring	Anello lucente
items	Spear	Lancia corta
items	Speed Boost	Ricostituente per la Velocità
items	Speed Boost Recipe	Ricetta del ricostituente per la Velocità
items	Spider Queen's Heart	Cuore della Regina dei Ragni
items	Spiked Club	Clava chiodata
items	Spiked Mace	Mazza da guerra
items	Spiral Instructions	Istruzioni
items	Spirit Lash	Indebolimento dello Spirito
items	Spirit Shield	Scudo dello Spirito
items	Spiritslayer	Massacra spiriti
items	Splendid Plate Armor	Armatura decorata
items	Splitter	Favilla
items	Staff	Bastone
items	Staff of Elements	Bastone degli elementi
items	Staff of the Swamp	Bastone da palude
items	Stalt-laced ore	Lega metallica di staltium
items	Steel Axe	Ascia d'acciaio
items	Steel Belt	Cintura d'acciaio
items	Steel Boots	Stivali d'acciaio
items	Steel Broadsword	Sciabola d'acciaio
items	Steel Chain Mail	Maglia d'acciaio
items	Steel Chainmail	Corazza di maglia d'acciaio
items	Steel club	Clava d'acciaio
items	Steel Gauntlets	Guanti d'acciaio
items	Steel Helm	Elmo d'acciaio
items	Steel Plate Armor	Armatura d'acciaio
items	Steel Plated Boots	Stivali rinforzati
items	Steel Shield	Scudo d'acciaio
items	Steel Spear	Lancia corta d'acciaio
items	Stellar Bow	Arco Stellare
items	Sterling Boots	Stivali d'argento
items	Sterling Shield	Scudo pregiato
items	Stone Axe	Ascia di pietra
items	Stone Skin	Pelle di Roccia
items	Stone to Flesh	Pietra in carne
items	Stone To Flesh Recipe	Ricetta della Pietra in Carne
items	Stoneskin	Pelle di pietra
items	Storage Key	Chiave della dispensa
items	Store Room Key	Chiave del ripostiglio
items	Stout Spear	Lancia rinforzata
items	Strong Belt	Cintura robusta
items	Studded Leather	Giustacuore rinforzato
items	Sturdy Belt	Cintura robusta
items	Sublime Spear	Lancia Sublime
items	Sulfur	Zolfo
items	Summon Elemental	Evoca Elementale
items	Summon Wisp	Evoca Elementale
items	Sun Amulet	Amuleto solare
items	Sun Cloak	Mantello del Sole
items	Sun Hammer	Martello del Sole
items	Sun Opal Ring	Anello di opale solare
items	Sunray	Raggio di Sole
items	Sunstone	Pietra del Sole
items	Super Resistance	Resistenza Superiore
items	Supreme Axe	Ascia Suprema
items	Supreme Flail	Mazza ferrata
items	Supreme Plate	Corazza suprema
items	Supreme Protection	Protezione Suprema
items	Swift Potion	Pozione dell'Agilità
items	Swift Potion Recipe	Ricetta della pozione dell'agilità
items	Sword of Whistlebone	Spada di Whistlebone
items	Taledon's Helm	Elmo di Taledon
items	Tanir's Bell	Campanello di Tanir
items	Telelocator	
items	Telepathy	Telepatia
items	Teleporter Key	Chiave del teletrasporto
items	Templar's Sword	Spada di Templar
items	Temple Gong	Gong cerimoniale
items	Temple in a Bottle	Tempio in bottiglia
items	Temple Mace	Mazza del Tempio
items	Terminus	Terminus
items	The DeathBlade	The DeathBlade
items	The Letter	La Lettera
items	The Perfect Bow	L'Arco Perfetto
items	The Third Eye	Il Terzo Occhio
items	Thigh Bone	Femore
items	Thor	Thor
items	Thornbark	Corteccia Spinosa
items	Thornbark Club	Clava di corteccia spinosa
items	Thornbark Shield	Scudo di corteccia spinosa
items	Thunder Mace	Mazza del Tuono
items	Tiger Statuette	Statuina di tigre
items	Titan's Belt	Cintura dei Titani
items	Titanic Trident	Tridente Titanico
items	Tobersk Brandy	Grappa di Tobersk
items	Tobersk Fruit	Frutto di Tobersk
items	Tobersk Pulp	Succo di Tobersk
items	Tooth	Dente
items	Topaz	Topazio
items	Torn Page	Pagina strappata
items	Tournament Bow	Arco da competizione
items	Tower Shield	Scudo a torre
items	Traveler's Cloak	Mantello da viandante
items	Traveller's Hat	Cappello da viandante
items	Treasure Room Key	Chiave della sala del tesoro
items	Trident	Tridente
items	Trident of Rulership	Tridente del dominio
items	Triton Trident	Tridente dei Tritoni
items	Troll Gauntlets	Guanti Troll
items	Trollish Claymore	Spada a doppio taglio Troll
items	Trollish Maul	Maglio Troll
items	Trollish Shield	Scudo Troll
items	Trollish War Mace	Mazza da guerra Troll
items	Trollish War Sword	Spada da guerra Troll
items	True Crossbow	Balestra definitiva
